,Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date,s-gene_location,gene_length,protein_id,protein_length
1822,MT322394,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: VA,Homo sapiens,,2020-03,[21524:25346](+),3822,QIX13675.1,1273
1823,MT322395,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: VA,Homo sapiens,,2020-03,[21526:25348](+),3822,QIX13687.1,1273
1824,MT322396,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: VA,Homo sapiens,,2020-03,[21526:25348](+),3822,QIX13699.1,1273
1825,MT322397,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA: VA,Homo sapiens,,2020-03,[21552:25374](+),3822,QIX13711.1,1273
1826,MT322398,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: VA,Homo sapiens,,2020-03,[21525:25347](+),3822,QIX13723.1,1273
1827,MT322399,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: VA,Homo sapiens,,2020-03,[21523:25345](+),3822,QIX13734.1,1273
1828,MT322400,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29887,USA: VA,Homo sapiens,,2020-03,[21546:25368](+),3822,QIX13747.1,1273
1829,MT322401,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: VA,Homo sapiens,,2020-03,[21559:25381](+),3822,QIX13759.1,1273
1830,MT322402,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,USA: VA,Homo sapiens,,2020-03,[21557:25379](+),3822,QIX13771.1,1273
1831,MT322403,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: VA,Homo sapiens,,2020-03,[21551:25373](+),3822,QIX13783.1,1273
1832,MT322404,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: VA,Homo sapiens,,2020-03,[21524:25346](+),3822,QIX13795.1,1273
1833,MT322405,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: VA,Homo sapiens,,2020-03,[21561:25383](+),3822,QIX13807.1,1273
1834,MT322406,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,USA: VA,Homo sapiens,,2020-03,[21545:25367](+),3822,QIX13819.1,1273
1835,MT322407,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: VA,Homo sapiens,,2020-03,[21525:25347](+),3822,QIX13831.1,1273
1836,MT322408,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: VA,Homo sapiens,,2020-03,[21525:25347](+),3822,QIX13843.1,1273
1837,MT322409,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: VA,Homo sapiens,,2020-03,[21559:25381](+),3822,QIX13855.1,1273
1838,MT322410,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: VA,Homo sapiens,,2020-03,[21550:25372](+),3822,QIX13867.1,1273
1839,MT322411,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: VA,Homo sapiens,,2020-03,[21525:25347](+),3822,QIX13879.1,1273
1840,MT322412,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,USA: VA,Homo sapiens,,2020-03,[21560:25382](+),3822,QIX13891.1,1273
1841,MT322413,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: VA,Homo sapiens,,2020-03,[21556:25378](+),3822,QIX13903.1,1273
1842,MT322414,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: VA,Homo sapiens,,2020-03,[21560:25382](+),3822,QIX13915.1,1273
1843,MT322415,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: VA,Homo sapiens,,2020-03,[21524:25346](+),3822,QIX13927.1,1273
1844,MT322416,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: VA,Homo sapiens,,2020-03,[21526:25348](+),3822,QIX13939.1,1273
1845,MT322417,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: VA,Homo sapiens,,2020-03,[21560:25382](+),3822,QIX13951.1,1273
1846,MT322418,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,USA: VA,Homo sapiens,,2020-03,[21555:25377](+),3822,QIX13963.1,1273
1847,MT322419,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,Homo sapiens,,2020-03,[21558:25380](+),3822,QIX13975.1,1273
1848,MT322420,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: VA,Homo sapiens,,2020-03,[21523:25345](+),3822,QIX13987.1,1273
1849,MT322421,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,USA: VA,Homo sapiens,,2020-03,[21560:25382](+),3822,QIX13999.1,1273
1850,MT322422,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: VA,Homo sapiens,,2020-03,[21556:25378](+),3822,QIX14011.1,1273
1851,MT322423,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: VA,Homo sapiens,,2020-03,[21559:25381](+),3822,QIX14023.1,1273
1852,MT322424,2020-04-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: VA,Homo sapiens,,2020-03,[21562:25384](+),3822,QIX14035.1,1273
1853,MT320538,2020-04-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,France,Homo sapiens,,2020-03,[21562:25384](+),3822,QIX12148.2,1273
1854,MT320891,2020-04-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29822,Iran,Homo sapiens,oronasopharynx,2020-03-09,[21518:25340](+),3822,QIX12195.1,1273
1855,MT308692,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29789,USA: MI,Homo sapiens,swab,2020-03-09,[21515:25337](+),3822,QIV65000.1,1273
1856,MT308693,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29788,USA: MI,Homo sapiens,swab,2020-03-10,[21513:25335](+),3822,QIV65011.1,1273
1857,MT308694,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29757,USA: MI,Homo sapiens,swab,2020-03-11,[21513:25335](+),3822,QIV65022.1,1273
1858,MT308695,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29765,USA: MI,Homo sapiens,swab,2020-03-10,[21513:25335](+),3822,QIV65033.1,1273
1859,MT308696,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29767,USA: MI,Homo sapiens,swab,2020-03-09,[21513:25335](+),3822,QIV65044.1,1273
1860,MT308697,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29789,USA: MI,Homo sapiens,swab,2020-03-11,[21515:25337](+),3822,QIV65055.1,1273
1861,MT308698,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29783,USA: MI,Homo sapiens,swab,2020-03-12,[21513:25335](+),3822,QIV65066.1,1273
1862,MT308699,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: MI,Homo sapiens,swab,2020-03-12,[21507:25329](+),3822,QIV65077.1,1273
1863,MT308700,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29792,USA: MI,Homo sapiens,swab,2020-03-12,[21513:25335](+),3822,QIV65088.1,1273
1864,MT308701,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,493,Tunisia: Tunis,Homo sapiens,oronasopharynx,2020-04-02,[<0:>493](+),493,QIV64962.1,163
1865,MT308702,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: NC,Homo sapiens,,2020-04,[21537:25359](+),3822,QIV64965.1,1273
1866,MT308703,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: NC,Homo sapiens,,2020-04,[21537:25359](+),3822,QIV64977.1,1273
1867,MT308704,2020-04-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: NC,Homo sapiens,,2020-04,[21537:25359](+),3822,QIV64989.1,1273
1868,MT293547,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,64,Iraq,Homo sapiens,oronasopharynx,2020-04-02,,,,
1869,MT300186,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: North Carolina,Homo sapiens,,2020-04-02,[21537:25359](+),3822,QIV14972.1,1273
1870,MT304474,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,South Korea,Homo sapiens,oronasopharynx,2020-02-27,[21562:25384](+),3822,QIV14984.1,1273
1871,MT304475,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,South Korea,Homo sapiens,oronasopharynx,2020-02-29,[21562:25384](+),3822,QIV14996.1,1273
1872,MT304476,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,South Korea,Homo sapiens,oronasopharynx,2020-02-29,[21562:25384](+),3822,QIV15008.1,1273
1873,MT304477,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: AZ,Homo sapiens,"lung, oronasopharynx",2020-03-02,[21562:25384](+),3822,QIV15020.1,1273
1874,MT304478,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: FL,Homo sapiens,oronasopharynx,2020-03-02,[21562:25384](+),3822,QIV15032.1,1273
1875,MT304479,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,2020-03-03,[21562:25384](+),3822,QIV15044.1,1273
1876,MT304480,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,2020-03-03,[21562:25384](+),3822,QIV15056.1,1273
1877,MT304481,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: GA,Homo sapiens,oronasopharynx,2020-03-04,[21562:25384](+),3822,QIV15068.1,1273
1878,MT304482,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: IL,Homo sapiens,oronasopharynx,2020-03-01,[21562:25384](+),3822,QIV15080.1,1273
1879,MT304483,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: IL,Homo sapiens,oronasopharynx,2020-03-01,[21562:25384](+),3822,QIV15092.1,1273
1880,MT304484,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NH,Homo sapiens,oronasopharynx,2020-02-29,[21562:25384](+),3822,QIV15104.1,1273
1881,MT304485,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NH,Homo sapiens,oronasopharynx,2020-03-02,[21562:25384](+),3822,QIV15116.1,1273
1882,MT304486,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens,oronasopharynx,2020-03-02,[21562:25384](+),3822,QIV15128.1,1273
1883,MT304487,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: OR,Homo sapiens,oronasopharynx,2020-03-01,[21562:25384](+),3822,QIV15140.1,1273
1884,MT304488,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: RI,Homo sapiens,oronasopharynx,2020-03-01,[21562:25384](+),3822,QIV15152.1,1273
1885,MT304489,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: TX,Homo sapiens,oronasopharynx,2020-02-29,[21562:25384](+),3822,QIV15164.1,1273
1886,MT304490,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: TX,Homo sapiens,oronasopharynx,2020-03-01,[21562:25384](+),3822,QIV15176.1,1273
1887,MT304491,2020-04-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA: TX,Homo sapiens,,2020-03-01,[21562:25384](+),3822,QIV15188.1,1273
1888,MT273658,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,84,Pakistan,Homo sapiens,,2020-03-26,,,,
1889,MT281530,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29822,Iran,Homo sapiens,oronasopharynx,2020-03-09,[21518:25340](+),3822,QIU80900.1,1273
1890,MT281577,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,"China: Anhui, Fuyang",Homo sapiens,feces,2020-03-10,[21562:25384](+),3822,QIU80913.1,1273
1891,MT291826,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,China: Wuhan,Homo sapiens,lung,2019-12-30,[21474:25296](+),3822,QIU81765.1,1273
1892,MT291827,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,China: Wuhan,Homo sapiens,lung,2019-12-30,[21525:25347](+),3822,QIU81777.1,1273
1893,MT291828,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,China: Wuhan,Homo sapiens,lung,2019-12-30,[21525:25347](+),3822,QIU81789.1,1273
1894,MT291829,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29774,China: Wuhan,Homo sapiens,lung,2019-12-30,[21474:25296](+),3822,QIU81801.1,1273
1895,MT291830,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,China: Wuhan,Homo sapiens,lung,2019-12-30,[21474:25296](+),3822,QIU81813.1,1273
1896,MT291831,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,China: Beijing,Homo sapiens,oronasopharynx,2020-01-24,[21557:25379](+),3822,QIU81825.1,1273
1897,MT291832,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,China: Beijing,Homo sapiens,oronasopharynx,2020-01-25,[21554:25376](+),3822,QIU81837.1,1273
1898,MT291833,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,China: Beijing,Homo sapiens,oronasopharynx,2020-01-28,[21542:25364](+),3822,QIU81849.1,1273
1899,MT291834,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,China: Beijing,Homo sapiens,oronasopharynx,2020-01-28,[21554:25376](+),3822,QIU81861.1,1273
1900,MT291835,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,China: Beijing,Homo sapiens,oronasopharynx,2020-01-27,[21537:25359](+),3822,QIU81873.2,1273
1901,MT291836,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,China: Beijing,Homo sapiens,oronasopharynx,2020-01-29,[21554:25376](+),3822,QIU81885.1,1273
1902,MT292569,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,,2020-03-09,[21508:25330](+),3822,QIU78707.1,1273
1903,MT292570,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,,2020-03-10,[21508:25330](+),3822,QIU78719.1,1273
1904,MT292571,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,,2020-03-09,[21508:25330](+),3822,QIU78731.1,1273
1905,MT292572,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,,2020-03-10,[21508:25330](+),3822,QIU78743.1,1273
1906,MT292573,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,,2020-03-09,[21508:25330](+),3822,QIU78755.1,1273
1907,MT292574,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,oronasopharynx,2020-03-02,[21508:25330](+),3822,QIU78767.1,1273
1908,MT292575,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,,2020-03-10,[21508:25330](+),3822,QIU78779.1,1273
1909,MT292576,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,,2020-03-10,[21508:25330](+),3822,QIU78791.1,1273
1910,MT292577,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,,2020-03-08,[21508:25330](+),3822,QIU78803.1,1273
1911,MT292578,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,,2020-03-09,[21508:25330](+),3822,QIU78824.1,1273
1912,MT292579,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,,2020-03-09,[21508:25330](+),3822,QIU78825.1,1273
1913,MT292580,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,,2020-02-27,[21508:25330](+),3822,QIU78848.1,1273
1914,MT292581,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,,2020-02-27,[21508:25330](+),3822,QIU78860.1,1273
1915,MT292582,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,Spain,Homo sapiens,,2020-03-06,[21508:25330](+),3822,QIU78872.1,1273
1916,MT293156,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: WA,Homo sapiens,,2020-03-30,[21531:25353](+),3822,QIU80925.1,1273
1917,MT293157,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29603,USA: WA,Homo sapiens,,2020-03-29,[21263:25085](+),3822,QIU80937.1,1273
1918,MT293158,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29748,USA: WA,Homo sapiens,,2020-03-16,[21461:25283](+),3822,QIU80949.1,1273
1919,MT293159,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,USA: WA,Homo sapiens,,2020-03-16,[21551:25373](+),3822,QIU80961.1,1273
1920,MT293160,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: WA,Homo sapiens,,2020-03-16,[21531:25353](+),3822,QIU80973.1,1273
1921,MT293161,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: WA,Homo sapiens,,2020-03-16,[21526:25348](+),3822,QIU80985.1,1273
1922,MT293162,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,USA: WA,Homo sapiens,,2020-03-16,[21538:25360](+),3822,QIU80997.1,1273
1923,MT293163,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29596,USA: WA,Homo sapiens,,2020-03-29,[21305:25127](+),3822,QIU81009.1,1273
1924,MT293164,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29772,USA: WA,Homo sapiens,,2020-03-17,[21472:25294](+),3822,QIU81021.1,1273
1925,MT293165,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA: WA,Homo sapiens,,2020-03-17,[21531:25353](+),3822,QIU81033.1,1273
1926,MT293166,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: WA,Homo sapiens,,2020-03-17,[21531:25353](+),3822,QIU81045.1,1273
1927,MT293167,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,USA: WA,Homo sapiens,,2020-03-17,[21455:25277](+),3822,QIU81057.1,1273
1928,MT293168,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29694,USA: WA,Homo sapiens,,2020-03-17,[21354:25176](+),3822,QIU81069.1,1273
1929,MT293169,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,USA: WA,Homo sapiens,,2020-03-17,[21488:25310](+),3822,QIU81081.1,1273
1930,MT293170,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,USA: WA,Homo sapiens,,2020-03-18,[21448:25270](+),3822,QIU81093.1,1273
1931,MT293171,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,USA: WA,Homo sapiens,,2020-03-17,[21515:25337](+),3822,QIU81105.1,1273
1932,MT293172,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: WA,Homo sapiens,,2020-03-17,[21531:25353](+),3822,QIU81117.1,1273
1933,MT293173,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29820,USA: WA,Homo sapiens,,2020-03-30,[21475:25297](+),3822,QIU81129.1,1273
1934,MT293174,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29672,USA: WA,Homo sapiens,,2020-03-27,[21329:25151](+),3822,QIU81141.1,1273
1935,MT293175,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,USA: WA,Homo sapiens,,2020-03-30,[21474:25296](+),3822,QIU81153.1,1273
1936,MT293176,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,USA: WA,Homo sapiens,,2020-03-17,[21531:25353](+),3822,QIU81165.1,1273
1937,MT293177,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,Homo sapiens,,2020-03-16,[21531:25353](+),3822,QIU81177.1,1273
1938,MT293178,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: WA,Homo sapiens,,2020-03-26,[21531:25353](+),3822,QIU81189.1,1273
1939,MT293179,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29877,USA: WA,Homo sapiens,,2020-03-17,[21523:25345](+),3822,QIU81201.1,1273
1940,MT293180,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29554,USA: WA,Homo sapiens,,2020-03-17,[21300:25122](+),3822,QIU81213.1,1273
1941,MT293181,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-18,[21530:25352](+),3822,QIU81225.1,1273
1942,MT293182,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens,,2020-03-18,[21530:25352](+),3822,QIU81237.1,1273
1943,MT293183,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-18,[21531:25353](+),3822,QIU81249.1,1273
1944,MT293184,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29756,USA: WA,Homo sapiens,,2020-03-18,[21424:25246](+),3822,QIU81261.1,1273
1945,MT293185,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29640,USA: WA,Homo sapiens,,2020-03-28,[21303:25125](+),3822,QIU81273.1,1273
1946,MT293186,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA: WA,Homo sapiens,,2020-03-17,[21541:25363](+),3822,QIU81285.1,1273
1947,MT293187,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,USA: WA,Homo sapiens,,2020-03-17,[21530:25352](+),3822,QIU81297.1,1273
1948,MT293188,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29778,USA: WA,Homo sapiens,,2020-03-28,[21476:25298](+),3822,QIU81309.1,1273
1949,MT293189,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: WA,Homo sapiens,,2020-03-18,[21531:25353](+),3822,QIU81321.1,1273
1950,MT293190,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,USA: WA,Homo sapiens,,2020-03-17,[21489:25311](+),3822,QIU81333.1,1273
1951,MT293191,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29711,USA: WA,Homo sapiens,,2020-03-17,[21371:25193](+),3822,QIU81345.1,1273
1952,MT293192,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: WA,Homo sapiens,,2020-03-28,[21528:25350](+),3822,QIU81357.1,1273
1953,MT293193,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29251,USA: WA,Homo sapiens,,2020-03-27,[20982:24804](+),3822,QIU81369.1,1273
1954,MT293194,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29653,USA: WA,Homo sapiens,,2020-03-18,[21303:25125](+),3822,QIU81381.1,1273
1955,MT293195,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-28,[21531:25353](+),3822,QIU81393.1,1273
1956,MT293196,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29888,USA: WA,Homo sapiens,,2020-03-19,[21552:25374](+),3822,QIU81405.1,1273
1957,MT293197,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29619,USA: WA,Homo sapiens,,2020-03-19,[21334:25156](+),3822,QIU81417.1,1273
1958,MT293198,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,USA: WA,Homo sapiens,,2020-03-19,[21554:25376](+),3822,QIU81429.1,1273
1959,MT293199,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29671,USA: WA,Homo sapiens,,2020-03-19,[21371:25193](+),3822,QIU81441.1,1273
1960,MT293200,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: WA,Homo sapiens,,2020-03-19,[21539:25361](+),3822,QIU81453.1,1273
1961,MT293201,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA: WA,Homo sapiens,,2020-03-19,[21533:25355](+),3822,QIU81465.1,1273
1962,MT293202,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: WA,Homo sapiens,,2020-03-19,[21531:25353](+),3822,QIU81477.1,1273
1963,MT293203,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29527,USA: WA,Homo sapiens,,2020-03-18,[21258:25080](+),3822,QIU81489.1,1273
1964,MT293204,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,USA: WA,Homo sapiens,,2020-03-18,[21555:25377](+),3822,QIU81501.1,1273
1965,MT293205,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA: WA,Homo sapiens,,2020-03-19,[21531:25353](+),3822,QIU81513.1,1273
1966,MT293206,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29668,USA: WA,Homo sapiens,,2020-03-19,[21302:25124](+),3822,QIU81525.1,1273
1967,MT293207,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,USA: WA,Homo sapiens,,2020-03-19,[21531:25353](+),3822,QIU81537.1,1273
1968,MT293208,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29884,USA: WA,Homo sapiens,,2020-03-19,[21531:25353](+),3822,QIU81549.1,1273
1969,MT293209,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA: WA,Homo sapiens,,2020-03-19,[21531:25353](+),3822,QIU81561.1,1273
1970,MT293210,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: WA,Homo sapiens,,2020-03-19,[21531:25353](+),3822,QIU81573.1,1273
1971,MT293211,2020-04-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: WA,Homo sapiens,,2020-03-19,[21527:25349](+),3822,QIU81585.1,1273
